,Mycontrast.logFC,Mycontrast.AveExpr,Mycontrast.t,Mycontrast.P.Value,Mycontrast.adj.P.Val,Mycontrast.B
CHST3,-2.28054739809829,5.46314134423155,-13.4437962184974,3.91867218071265e-28,2.21850664102062e-26,53.1088971892956
CAV2,-3.22232167708862,6.12552193188179,-13.4343705665833,4.16155527114881e-28,2.33596066305209e-26,53.0972300041228
MYH11,-3.86500807987747,7.52856725358312,-13.438991610192,4.04065211153817e-28,2.27778811979914e-26,53.0600941423674
MPRIP,-1.15255284331576,7.635417276137,-13.4279010002136,4.33692923204105e-28,2.42408616524803e-26,52.962079028096
GPRIN1,2.59402554801148,2.32361051254421,13.3894498936694,5.54292397143734e-28,3.08509325346962e-26,52.8501607190492
BARD1,1.51149299464625,3.49207554545311,13.3658987820813,6.44189770260183e-28,3.57038120147146e-26,52.6254916431914
CDC7,1.7799759793746,2.45482129615216,13.3417678311774,7.51455202784556e-28,4.13018565830461e-26,52.5721716148925
RECQL4,1.98845138186613,3.86586168442413,13.3475596065634,7.24182536056113e-28,3.99694218958836e-26,52.4830341136095
FXYD6,-1.97021707969854,4.63155225625022,-13.3127789496869,9.04206564356879e-28,4.9491239794322e-26,52.306743141756
GK,1.64241065875449,2.62068005901884,13.2760726517867,1.14298661259657e-27,6.15393322724954e-26,52.2020678528482
APOO,1.35412755673128,3.52597643809935,13.2862228213192,1.07126466067168e-27,5.81524779379432e-26,52.1808772476903
FHL1,-4.6283883453809,7.12578576659981,-13.293560710829,1.02223567563287e-27,5.57202925507156e-26,52.1453593666805
MATN2,-3.37322938135369,6.38217016234784,-13.2822163213972,1.09902064555304e-27,5.94146776044678e-26,52.0655863970306
DBF4,1.19477434016945,3.21374579738607,13.2174374918084,1.6620611571432e-27,8.84042287253064e-26,51.7825002202673
ANXA9,2.48938340271241,4.37325386067939,13.2216413442409,1.61803429967673e-27,8.67621562887632e-26,51.7018752565852
NSF,1.27678305993487,5.50070384227868,13.2191647577065,1.64382828910834e-27,8.77884168486968e-26,51.6165367396953
PARN,1.02573912408094,6.16204504483267,13.182654673365,2.07550253967274e-27,1.09951622493266e-25,51.3785014009537
KLHL12,1.05378441979347,5.90344157141783,13.1572817051281,2.44066021148534e-27,1.28778995398812e-25,51.2182391344395
SH3BGRL2,-2.16961833578128,5.18716352290787,-13.0997876868649,3.52384641654416e-27,1.85191466456709e-25,50.9361589242034
TMEM206,1.37981424033601,3.11620969638898,13.0404357495133,5.14886472278934e-27,2.67396356528796e-25,50.6676636727407
NDRG2,-2.85456819484362,7.53487495106544,-13.0691288071289,4.28635402979586e-27,2.24370222250148e-25,50.6601347692514
MET,-2.58022977512686,5.33628611193674,-13.0368002821484,5.2698760269711e-27,2.7260758694814e-25,50.5441824883486
SMC4,1.72739911118897,5.10570491084115,13.0481170483107,4.90224682087546e-27,2.55595011123194e-25,50.5341898903855
BCAS4,2.58707421613828,3.86711832918866,13.0322391756832,5.42573071778914e-27,2.79573491790455e-25,50.5150178172284
FAM171A1,-2.12442648359468,4.77694174014642,-13.0243771440673,5.70528141567288e-27,2.9169909749667e-25,50.5115363674388
HOXA2,-2.96309554814134,0.097819287514392,-13.0252979956134,5.67180752857115e-27,2.91116004316662e-25,50.3918643396445
SAV1,-1.11468296588001,6.075209700727,-12.9950835113148,6.87982361094347e-27,3.50392869698669e-25,50.1962385917144
HSD17B7,1.70533557868563,3.23833071134747,12.9719970092551,7.97360808907043e-27,4.02987985834973e-25,50.1920042288319
NTRK2,-4.09937491418125,6.91054254609483,-12.9756961396527,7.78731139595313e-27,3.95086248553914e-25,50.1094533681855
NFIB,-2.71315788749471,7.38947185356309,-12.9704049386625,8.0551546350263e-27,4.05555514468061e-25,50.0529188631817
TTC26,1.17730241398184,3.55598745143366,12.949233099474,9.22232967675037e-27,4.62554185422107e-25,50.0386363444654
GNAL,-2.44757493445553,3.62226711113865,-12.9233079641357,1.08844142077097e-26,5.41797387976976e-25,49.9956992196064
C2orf40,-5.5985541718696,2.767293292848,-12.8976440833675,1.28247309614678e-26,6.34354137823768e-25,49.8604993957119
RSPH1,3.09083866395465,1.6359633294839,12.8881995911225,1.3622826293583e-26,6.68024913154845e-25,49.7824212348062
PPP1R12B,-2.00962107067869,6.76897826956342,-12.926094566842,1.06922635814042e-26,5.34248670084481e-25,49.7496556681363
ALG1,1.18549130880561,4.30604514383601,12.8944490681041,1.30893452722728e-26,6.44259527934888e-25,49.6713154168227
SYNPO2,-2.84456327760657,6.54157162506455,-12.8974578300975,1.28400087028236e-26,6.34354137823768e-25,49.646764468015
CLEC5A,3.7992322919666,0.465072082994739,12.8656795230757,1.57321241171924e-26,7.68601663814389e-25,49.6166532603743
FOXJ1,4.84180734162306,-0.583788645949154,12.8535834524321,1.69968922298093e-26,8.27328433222933e-25,49.5937577723324
HOXA3,-2.59081805062748,2.35931928889782,-12.8483129533202,1.75793236761659e-26,8.52532568427589e-25,49.5692599069642
DNAH14,2.00447728083027,2.81734127290714,12.8213574467169,2.08853413548297e-26,1.0018128647693e-24,49.3368712251884
ADAMTS14,3.390080435557,0.866652747941076,12.8047615667179,2.32230939612578e-26,1.10991243638751e-24,49.2601588929015
TCTEX1D2,1.73956368529293,1.92406921730239,12.7840205664229,2.65160670245472e-26,1.26272000043611e-24,49.1313328741635
DARS2,1.23908150050224,4.90625864560618,12.8258322063622,2.02963339981849e-26,9.77851788305807e-25,49.1298427598181
DPYSL2,-1.81306592616275,7.16589565589952,-12.8257139704483,2.0311681449154e-26,9.77851788305807e-25,49.1122642300828
ARHGEF4,-2.63239125215585,3.29561216567311,-12.7469472046919,3.36085828855973e-26,1.57768973965806e-24,48.8663647211959
PARP1,1.48215295179392,7.74292375397839,12.7584866612207,3.12182275747415e-26,1.47598437253912e-24,48.7724218519729
KLHL21,-1.64106240648688,6.39919424479142,-12.761542417628,3.06142274912613e-26,1.4526340821483e-24,48.7164539039457
PRNP,-1.90897664198728,7.26097772677202,-12.7483818140282,3.33017191528013e-26,1.56886777623072e-24,48.619217879672
IQCD,1.87935170759184,1.04986079814544,12.6945500233894,4.69837851909699e-26,2.18226447342987e-24,48.5989952602865
CDKN1C,-2.81494833470902,5.43976189655558,-12.7179168520065,4.04633168915592e-26,1.89273621672538e-24,48.4889733166873
SPTBN1,-1.93090997371663,9.29257831405301,-12.7006592968927,4.51838512518364e-26,2.10607838114125e-24,48.4123848717209
CCNE1,1.77990448989988,1.17649742188928,12.6508717197026,6.21212195618163e-26,2.87523160435059e-24,48.3043371014859
SDS,2.96847516450206,1.83994001490526,12.5978105458619,8.72150710779123e-26,3.99463195343313e-24,47.9440504989837
TOR2A,1.14287194628199,3.84153626548809,12.6062499304289,8.26332936474267e-26,3.81124397378743e-24,47.8164689599604
GSTCD,1.37245686402625,3.95852613107962,12.6050060385778,8.32931703127757e-26,3.82829341322587e-24,47.78462979974
ZNF367,1.76388662724763,2.46167211420055,12.5878954286022,9.29236455744546e-26,4.24136958052814e-24,47.7819443440936
MID1,-2.47469038059817,4.24835740930706,-12.5604377417149,1.10758640240643e-25,5.02067774369184e-24,47.6639925322312
C1QTNF6,2.24438521350165,4.3578342748772,12.5742215553055,1.01414311277551e-25,4.61295234504196e-24,47.5182382736644
GINS2,2.22076696137572,2.98193335563686,12.5517749906488,1.17067012372788e-25,5.28846219249809e-24,47.5095549933793
RAB26,3.08955573974348,2.01093612816091,12.5244626352872,1.39406266138283e-25,6.21252721834491e-24,47.4803275731052
BRCA2,1.67705819492597,2.61175226581671,12.5298134963854,1.34717095842746e-25,6.02390919071748e-24,47.4329063871586
C21orf58,1.75251317830729,2.67404432108011,12.5229398032079,1.40770374462022e-25,6.25219531827788e-24,47.4196525606461
NCAPG2,1.19705422238495,4.40721353609491,12.5468501489153,1.20812279696003e-25,5.43902655791799e-24,47.3610891192407
KIF22,1.42813537827392,5.55272920097331,12.5367444435402,1.28876917026907e-25,5.78236534864604e-24,47.2623289781875
PGM5,-3.4085276821998,3.93609462428725,-12.470115832495,1.97335145191086e-25,8.59091716242778e-24,47.0999452898736
LAGE3,1.66419943944529,3.74888651237914,12.4898487097053,1.73942705425699e-25,7.6995913666792e-24,47.0552952512279
RPUSD1,1.16860962773985,4.87216883682634,12.4876457352674,1.76410287533639e-25,7.7802642346483e-24,46.9950662304031
TACC3,1.76923878674988,4.4748905698692,12.4866521436623,1.77534647458808e-25,7.7802642346483e-24,46.968194591681
TPRN,1.66132470185769,4.93081510281876,12.4871271879392,1.76996190582276e-25,7.7802642346483e-24,46.9639875591901
UBE2S,1.69435306393741,3.74413469543239,12.473490764879,1.93122238722556e-25,8.43534917546106e-24,46.9307615184005
MAML2,-2.51004064237674,5.66094382698622,-12.4654964131962,2.03250906398237e-25,8.76170819052007e-24,46.9269207890601
ATP6AP1,1.31813455042975,7.74895047984114,12.4680504636801,1.99958531629036e-25,8.64804259252006e-24,46.9075898438295
RNF145,-1.54080522685519,5.93964200792918,-12.4688372502776,1.98955085509285e-25,8.63294912155584e-24,46.8731062616246
FBXO31,-1.23306497080829,5.53254750817112,-12.4603423378824,2.10060905428054e-25,8.99647208929045e-24,46.8502971434264
LDHB,-2.19914836405915,7.79733813226465,-12.4609426544858,2.09256121104439e-25,8.99119704719433e-24,46.8194727671029
MMP13,7.3950297328569,-0.221583526659682,12.413168764136,2.84015939127531e-25,1.21244474208131e-23,46.7993878117351
TMEM145,3.92903248814404,-0.367003350907653,12.345310398943,4.38298496137239e-25,1.83542713096709e-23,46.3941670107703
DCTPP1,1.34706315669929,5.18706475696486,12.3998783830593,3.09206185376794e-25,1.31572219074364e-23,46.3924113450586
HHAT,1.62858653189745,4.28296675974861,12.3671130677374,3.81268151426812e-25,1.60680772698756e-23,46.2533471893211
ABLIM1,-1.69792182310964,7.74975035688121,-12.3679975261718,3.79118187097825e-25,1.60665252980319e-23,46.2096879680454
BNIP2,-1.04027359063871,6.25143759602677,-12.3676286701903,3.8001333431779e-25,1.60665252980319e-23,46.1961410662757
TIMM17A,1.2274316793342,5.6515724292607,12.358930917307,4.01744643807786e-25,1.68771133645494e-23,46.1273360562807
C16orf71,2.38738882852143,1.20747125218954,12.2972013187768,5.96139456964056e-25,2.44974317034669e-23,46.082285675865
PTPN14,-2.05515980798734,6.73031706192112,-12.33155587678,4.7858738619337e-25,1.9914972275321e-23,45.9729750249084
RBMS3,-2.40567233210126,4.96441685264469,-12.3047507523806,5.68050628647632e-25,2.34161120077841e-23,45.9717216882251
PDXDC1,1.16527179712553,7.53370307707407,12.3139891876236,5.35471551856663e-25,2.2211966165224e-23,45.8937958895442
GPRC5B,-2.32606631985022,5.88462381285165,-12.3075896390597,5.57833866491644e-25,2.30670424228567e-23,45.8276161270666
SPAG1,1.94376953292113,3.43295111186827,12.2438467948975,8.38450612194151e-25,3.41358087205341e-23,45.5605865088021
CHEK1,1.3887830925751,3.16062538063704,12.244454581163,8.35199367797076e-25,3.41087147387345e-23,45.550019387165
JAM2,-2.19609144706599,5.10430637436102,-12.2430105447944,8.4294467345599e-25,3.42131790386399e-23,45.5466390348568
PIGX,1.10315804400499,5.07914626033031,12.2654375272991,7.30358868746032e-25,2.99197634708972e-23,45.5398216142284
CNTNAP3,-3.85267208933558,1.28772072228659,-12.2351485536494,8.86390749748461e-25,3.58661974844538e-23,45.4597636395619
CCDC87,2.21859402810051,0.0300673162813486,12.1947897543287,1.14726013029718e-24,4.58591162992428e-23,45.4152938298388
KIAA1257,2.60081276150753,0.264334480031623,12.1930082900871,1.16039818248384e-24,4.62441462995299e-23,45.4127980499804
CCDC50,-1.27274429176956,6.62960675380829,-12.2310289317204,9.10042768382751e-25,3.67106243355868e-23,45.3136614755551
CFLAR,-1.27013214888533,7.12239869688472,-12.2240678853072,9.51450757663721e-25,3.8263984586409e-23,45.2695996950136
FLYWCH2,1.04264902296153,5.07944714756427,12.2142323575954,1.01318829502414e-24,4.06229993910744e-23,45.2384178976089
TYMS,1.93679417340856,3.47610071882049,12.1789042184694,1.26986505042602e-24,5.03026723128216e-23,45.0944248409331
KPNA2,1.87256776064357,6.06768485436114,12.1907743782182,1.17708572144708e-24,4.67678847940013e-23,45.0835271665444
RHBDL1,2.4787258257424,1.22618013700102,12.132674767723,1.70636912666774e-24,6.69902236603399e-23,45.0336589066512
GPR137C,1.76995752643702,1.2275215909068,12.1144638248254,1.91696972436813e-24,7.45921759119176e-23,44.9144772451932
EPHB6,-2.67325619889874,3.90047234088544,-12.1170738632855,1.88526136897488e-24,7.35753926572415e-23,44.8961504332206
LMLN,1.13830533934221,3.8237595839619,12.1328364306731,1.70460711676412e-24,6.69902236603399e-23,44.8350365090225
GJB2,4.17559971443921,2.54853215983102,12.1214562676011,1.83319592458261e-24,7.1755749083588e-23,44.727207013497
CRIM1,-1.90719065700573,7.84083639989905,-12.1350175498821,1.68101151812533e-24,6.63898890287162e-23,44.7150789491052
PSRC1,1.55566275080296,2.49706959091129,12.0731994676402,2.49533849302466e-24,9.62456434546442e-23,44.5356887455382
CD34,-2.20649601249121,7.04746336208686,-12.1025152619498,2.06907201684735e-24,8.02739087477452e-23,44.502262332574
ITM2A,-2.73284321304653,5.38291309758081,-12.0471324558913,2.94755101497386e-24,1.13026585577094e-22,44.3561723426967
S100P,5.8368338241769,1.27145833841308,12.0262278135865,3.36871193977433e-24,1.28429708663477e-22,44.3101777856368
METTL7A,-1.85632151685961,7.02027603670128,-12.0710291534911,2.5301832719384e-24,9.7305094869211e-23,44.2977503987776
TFR2,2.97364972868885,-0.0186241002216205,12.005683311867,3.84116560136976e-24,1.45600044389852e-22,44.2445003770396
SIX4,2.09488304643757,3.59540452658902,12.0461186312953,2.96670530964797e-24,1.13431332578453e-22,44.2283839330825
LIN9,1.30132303510343,3.02837643977064,12.0179488344397,3.5516795571866e-24,1.35015000111955e-22,44.1954353514105
RASIP1,-2.27450529112533,4.9266314706095,-11.9964111485244,4.07555308204618e-24,1.54041893138313e-22,44.0140475344057
CAPN9,3.3949512185136,0.805756551783576,11.9626595249722,5.05609493451021e-24,1.89474284889557e-22,43.9762104232344
CDC14B,-1.95904705835652,4.57088606487311,-11.969313219954,4.84572212472678e-24,1.82628344420774e-22,43.8637821870067
FGF2,-4.29253405109144,4.42234550074105,-11.9462977489257,5.61305305171016e-24,2.07982535969407e-22,43.8063441475393
TMTC1,-2.97051619004433,5.5287863455168,-11.9639498321115,5.01459737371897e-24,1.88454569677285e-22,43.7321764729107
RNFT2,2.16329338212538,1.50276940286942,11.9236947716102,6.48469856401916e-24,2.38937594296024e-22,43.6979768416398
CBX3,1.11071483189023,7.44774030082186,11.957519493719,5.22483816606229e-24,1.95243173508577e-22,43.6444639458443
CLDN11,-3.13190658249646,4.19615304214772,-11.931146100825,6.18334896990197e-24,2.28472146392092e-22,43.6412417224063
EPYC,6.97195641216684,-2.65251261800846,11.9512024768285,5.43994909520983e-24,2.02136249337783e-22,43.6357638744448
GIPC2,-2.85470651923158,2.00534354058435,-11.8583473376043,9.84237959813369e-24,3.57660686718957e-22,43.3212734620737
TSLP,-4.24270691170909,0.209146503316188,-11.9524518240294,5.39671472119842e-24,2.01096225670419e-22,43.2943597187675
SCN3A,-3.97602616490283,0.904213169462879,-11.8544678523398,1.00891909167734e-23,3.65622300503181e-22,43.2344911158545
SSX2IP,1.64670654476243,4.34378616825171,11.8923727494469,7.92051196684588e-24,2.91029173689872e-22,43.1907503582423
CHL1,-3.47574698409267,4.09538666490377,-11.8500466180674,1.03780170038459e-23,3.75058691226662e-22,43.1829929273203
PKD2,-1.51425111884501,5.58757908453347,-11.8830745056309,8.40499006491684e-24,3.07972844295328e-22,43.1414739081943
GPR160,1.87682107251388,4.72644285468305,11.8711134743301,9.07200842504501e-24,3.31492695664179e-22,43.0702481163764
CORIN,2.96360966306971,1.03372582082201,11.8073743590482,1.36273462778715e-23,4.83221303095169e-22,42.972282121267
ADD3,-1.87004296678803,6.52294797913463,-11.8614153433237,9.65147397549339e-24,3.5169224643849e-22,42.9670882594843
F12,2.88679278234979,1.82374880876531,11.798752855919,1.43982244933683e-23,5.09187612042952e-22,42.8943323783808
NVL,1.54621109881376,4.98681107342165,11.8468089566126,1.05947509458059e-23,3.81845245153347e-22,42.8935423163625
IL33,-3.84358347770848,4.60362116288117,-11.795801438285,1.46720105795962e-23,5.17482597741853e-22,42.8784470574784
HES6,2.30323685738101,1.97052378607806,11.8168819692555,1.2824967143203e-23,4.58466508363118e-22,42.8658491548025
ENPP2,-3.31340063518023,5.95995492094055,-11.8162341868994,1.28781046348755e-23,4.59121833077412e-22,42.839303449185
ASB1,-1.15011901996762,4.95493575832828,-11.8171715883338,1.28012806586905e-23,4.58466508363118e-22,42.8090866954622
HMGB3,2.23531637009032,4.84808858432924,11.8199889212617,1.25731338427232e-23,4.51913374712156e-22,42.7046362573445
SKAP2,-1.47576759880884,5.42519941775976,-11.812273863454,1.3207787004047e-23,4.69606248976777e-22,42.6815939966972
DACT2,-5.55474463283141,0.505955758677303,-11.7780087117448,1.64363189340521e-23,5.766262847316e-22,42.6605957779726
CBX7,-1.90173174290369,5.9667005204955,-11.7940417600618,1.48377148079325e-23,5.21931456083834e-22,42.6094348029469
ADAMTS1,-2.91108866264321,6.4973518139974,-11.7654065132212,1.78127282087134e-23,6.23256492841215e-22,42.4342451665612
CENPH,1.36981023175786,2.7175568696443,11.7129708478991,2.4890025775756e-23,8.64011394757889e-22,42.2606148325955
TUFT1,1.76941913012734,5.17448109839981,11.7448525883309,2.03090087609747e-23,7.0871993271433e-22,42.2222077534345
SYNGR3,2.91771202388181,0.159708670530553,11.6808043746273,3.05586664835603e-23,1.04973794162668e-21,42.2073484694012
SH3D19,-1.63617763088981,6.82652422274219,-11.7419762370143,2.06851680488145e-23,7.19942089002405e-22,42.2048302836542
HLF,-3.79612548236867,4.34598981301027,-11.6674393209695,3.32777422167581e-23,1.13721942378564e-21,42.0460631593449
H2AFY,1.19369522673313,7.62918081532628,11.6937452283269,2.81376020380459e-23,9.71631174041527e-22,41.9758401376336
GTF3C1,1.09445484098059,7.01124889245779,11.6898202762529,2.88509316356036e-23,9.93662243355735e-22,41.9114890380513
SEPHS2,1.40865120115047,6.5841057430531,11.6945616721867,2.79914481973512e-23,9.69121241919316e-22,41.9108316101079
BOC,-2.65109608737403,5.41394930229123,-11.6755126730129,3.16076407566384e-23,1.08295166031381e-21,41.8998598153148
TMEM121,1.94699442021118,1.94909127104585,11.6501519758347,3.71563497697921e-23,1.25997277586974e-21,41.8749072886937
CCDC78,3.49420259536455,1.08212444969789,11.6119893792857,4.73925452872472e-23,1.58668798193928e-21,41.7718179860353
KNTC1,1.22191811956135,4.36885018262606,11.6661676267992,3.35487329824406e-23,1.1435176660759e-21,41.7637592199257
LINGO1,2.85470044246111,3.28069032916596,11.6623676562553,3.4371692073518e-23,1.16854894366437e-21,41.7533468056662
